IncomeType,Date,DeathRatePercentage,PopulationInfectedPercentage,PopulationVaccinatedPercentage
Low income,2021-05-06,2.33300892839281,0.115205443998542,0.451367391946556
Low income,2021-05-07,2.33503694284866,0.115471168914415,0.458884966734901
Low income,2021-05-08,2.33777826719039,0.115730115133454,0.462757636235876
Low income,2021-05-09,2.34078706860157,0.115928866524612,0.466912570672999
Low income,2021-05-10,2.34297457933885,0.116104163624726,0.468287290390831
Low income,2021-05-11,2.34442482208739,0.116304135181315,0.510210818827261
Low income,2021-05-12,2.3452143409793,0.116525120698086,0.566229562737449
Low income,2021-05-13,2.34631786343313,0.116770780671332,0.570656322917595
Low income,2021-05-14,2.34680346984287,0.116966142714074,0.57803059605488
Low income,2021-05-15,2.34852010586053,0.117105783868844,0.581807957078376
Low income,2021-05-16,2.350059670839,0.117236748291667,0.585812811167605
Low income,2021-05-17,2.35192351888872,0.11739170930128,0.592027927146362
Low income,2021-05-18,2.35334002926684,0.117568768862571,0.604373696541333
Low income,2021-05-19,2.36842408129913,0.1177988378331,0.611275765657197
Low income,2021-05-20,2.36920118856324,0.118034872056842,0.61997202025095
Low income,2021-05-21,2.36883820675727,0.118281887769455,0.634170678638388
Low income,2021-05-22,2.36940311313783,0.118505449191024,0.639693011800762
Low income,2021-05-23,2.3721043904088,0.118713419609875,0.650383287855056
Low income,2021-05-24,2.37202485423438,0.118957452695881,0.659078051135506
Low income,2021-05-25,2.37477674254576,0.119173557550933,0.666106475160347
Low income,2021-05-26,2.37617085816198,0.119423149168342,0.679219050741122
Low income,2021-05-27,2.37549723000156,0.11976520221056,0.689051279350232
Low income,2021-05-28,2.37411030120523,0.120114982967168,0.691614033475103
Low income,2021-05-29,2.3733042398367,0.120412838906032,0.708492310720821
Low income,2021-05-30,2.3703362867612,0.120803834139388,0.73355681341054
Low income,2021-05-31,2.3693574737596,0.121157004244413,0.760122933022815
Low income,2021-06-01,2.37142598998112,0.121542983242112,0.761427154293579
Low income,2021-06-02,2.36892159738332,0.122026304326341,0.770784196254662
Low income,2021-06-03,2.36720286107972,0.122595986008227,0.773484151203442
Low income,2021-06-04,2.36567338501748,0.123042024259871,0.775205804625213
Low income,2021-06-05,2.36486115714452,0.12353144617125,0.77688814160535
Low income,2021-06-06,2.35736770053103,0.124384206232903,0.783996147531016
Low income,2021-06-07,2.35714215919911,0.124873492570345,0.80366657000245
Low income,2021-06-08,2.36159759838999,0.125366981699823,0.822614790113244
Low income,2021-06-09,2.35865690191238,0.126103826045624,0.824384165560722
Low income,2021-06-10,2.35143862766539,0.126957941846644,0.837918376084541
Low income,2021-06-11,2.34613929062467,0.127891910696363,0.839938834462732
Low income,2021-06-12,2.34100215165252,0.128664817709318,0.841424182512887
Low income,2021-06-13,2.34061949870065,0.129380919242809,0.841885676193312
Low income,2021-06-14,2.34314398194954,0.130207784682558,0.857892077452305
Low income,2021-06-15,2.34828736419936,0.13095601723904,0.866473907643509
Low income,2021-06-16,2.34431781916263,0.13169245486303,0.869773641688118
Low income,2021-06-17,2.35178454145301,0.1329345832708,0.87112233121011
Low income,2021-06-18,2.35010201131122,0.134096994203808,0.87281348049613
Low income,2021-06-19,2.35075008574987,0.135178874218433,0.873332321951766
Low income,2021-06-20,2.35620477565132,0.135913142659437,0.893172618565847
Low income,2021-06-21,2.3613587550659,0.136787730124895,0.899023447376773
Low income,2021-06-22,2.3681008454404,0.137491765578022,0.917591924890955
Low income,2021-06-23,2.36604342192438,0.138740130386878,0.919135163012068
Low income,2021-06-24,2.36801832929343,0.139883967690562,0.932043564244218
Low income,2021-06-25,2.36621244610454,0.141119452975434,0.932107961864136
Low income,2021-06-26,2.36911358067319,0.142136935370142,0.932199067549578
Low income,2021-06-27,2.37291092623742,0.142983594604645,0.943892048439483
Low income,2021-06-28,2.3765211166786,0.143941560041155,0.954132896893717
Low income,2021-06-29,2.38459043501574,0.144625666125591,0.957822406006251
Low income,2021-06-30,2.38732866507747,0.145595562068527,0.965942064647347
Low income,2021-07-01,2.39086651465142,0.146678662248583,0.966342414482333
Low income,2021-07-02,2.46396892483107,0.147845682695438,0.967378877228175
Low income,2021-07-03,2.46530686578037,0.148887297250872,0.968486109568958
Low income,2021-07-04,2.47131149766745,0.14978181408502,0.977520892282576
Low income,2021-07-05,2.47442315966465,0.1506180341264,0.98652489971257
Low income,2021-07-06,2.47941730737538,0.151364504221705,0.993867312974738
Low income,2021-07-07,2.48002592001823,0.152311352595407,0.99676669718436
Low income,2021-07-08,2.48359406394553,0.153167908727287,0.997104005138795
Low income,2021-07-09,2.48810611744445,0.154137940244161,0.999935602380082
Low income,2021-07-10,2.4898293143026,0.155093058628,1.00075216420064
Low income,2021-07-11,2.49138080053231,0.156073936059807,1.00431708086538
Low income,2021-07-12,2.498280820881,0.156733638835642,1.0113472673514
Low income,2021-07-13,2.50203303630207,0.157544370976928,1.01462652973157
Low income,2021-07-14,2.50645092845458,0.158462070954247,1.01714657806639
Low income,2021-07-15,2.50663959818954,0.159472367930311,1.02225256366925
Low income,2021-07-16,2.51206210685645,0.160417996138583,1.02719586054811
Low income,2021-07-17,2.50989665131436,0.161339627760065,1.03105605724691
Low income,2021-07-18,2.51148586089063,0.16238734314265,1.04197219947969
Low income,2021-07-19,2.51073588074046,0.163407808163964,1.05719539010655
Low income,2021-07-20,2.51282559666906,0.164108183120801,1.0602790192961
Low income,2021-07-21,2.51521168046506,0.164836486308592,1.06222531873094
Low income,2021-07-22,2.51596777308902,0.165649116484991,1.06693447942116
Low income,2021-07-23,2.51556050366551,0.166586745831,1.06821687328813
Low income,2021-07-24,2.5163076763546,0.167350840538071,1.07130484084366
Low income,2021-07-25,2.51442215900989,0.16829050349313,1.07323582042364
Low income,2021-07-26,2.51814232245797,0.168978676795667,1.07528013981469
Low income,2021-07-27,2.52156989685613,0.169625364473582,1.07880682462928
Low income,2021-07-28,2.52514405531215,0.170437587928171,1.08523126676626
Low income,2021-07-29,2.5247969004468,0.171320174255892,1.08636913881673
Low income,2021-07-30,2.52683393078015,0.172196117460716,1.09889169662512
Low income,2021-07-31,2.52446752449493,0.173141610095052,1.09991568656879
Low income,2021-08-01,2.52313739670388,0.173969017830549,1.10184734401846
Low income,2021-08-02,2.52673033528948,0.174537208199132,1.10580542509954
Low income,2021-08-03,2.52735713196813,0.175196639827094,1.11336326534707
Low income,2021-08-04,2.52708582843561,0.175912876934521,1.11688249359515
Low income,2021-08-05,2.52698106721018,0.176671277536253,1.11932187543765
Low income,2021-08-06,2.52345351197292,0.177476993441882,1.12330774917574
Low income,2021-08-07,2.52239262264039,0.178271863432578,1.12399226198199
Low income,2021-08-08,2.52308470972782,0.178932244078097,1.1254988951402
Low income,2021-08-09,2.52439642787779,0.179397804976621,1.22707143078903
Low income,2021-08-10,2.52665728969272,0.179859705378855,1.23291683664249
Low income,2021-08-11,2.52637569561862,0.180572010842119,1.23503409481146
Low income,2021-08-12,2.52552568052897,0.181234018374878,1.27548054520787
Low income,2021-08-13,2.52369621449294,0.181924089712528,1.27693688043558
Low income,2021-08-14,2.5236721982914,0.182452285769794,1.28264454316939
Low income,2021-08-15,2.52491718971152,0.182952960317915,1.28402536371437
Low income,2021-08-16,2.52639737657003,0.183312637971901,1.28707930221179
Low income,2021-08-17,2.52922193911444,0.183676111696113,1.29189949795616
Low income,2021-08-18,2.52848667482814,0.184276433087687,1.29473828061609
Low income,2021-08-19,2.48903955585997,0.18764354737882,1.34053732560616
Low income,2021-08-20,2.48928937034393,0.18819113050903,1.40379219281217
Low income,2021-08-21,2.48892541701211,0.188708887373172,1.40415566653638
Low income,2021-08-22,2.48740926394439,0.189216340618128,1.41838279545052
Low income,2021-08-23,2.48928769615387,0.18958550844768,1.44378230133775
Low income,2021-08-24,2.4892867359554,0.190043070483941,1.44496315032614
Low income,2021-08-25,2.48794828914432,0.190592144927454,1.57436982861692
Low income,2021-08-26,2.48729092958785,0.191214836018578,1.57441429686815
Low income,2021-08-27,2.4844399953624,0.191772587194038,1.58657934620554
Low income,2021-08-28,2.48193530332689,0.192332100830675,1.5922203065625
Low income,2021-08-29,2.48072026395814,0.19295641880904,1.6341333958058
Low income,2021-08-30,2.48203650969401,0.193340228623752,1.65465427358197
Low income,2021-08-31,2.48282186899465,0.19365584474832,1.66269977327971
Low income,2021-09-01,2.48272732033446,0.194165602750199,1.68388794597216
Low income,2021-09-02,2.48109199805,0.194670615664294,1.68394231112076
Low income,2021-09-03,2.47938245621831,0.195247753912698,1.68761622923058
Low income,2021-09-04,2.4797166988096,0.195708027427692,1.68849230800934
Low income,2021-09-05,2.47927370872025,0.196103903322768,1.69642609478326
Low income,2021-09-06,2.47956523599168,0.19647998542309,1.72580266210271
Low income,2021-09-07,2.47988242132725,0.196848475382959,1.72646561865302
Low income,2021-09-08,2.47894191135093,0.197311460376687,1.72932649986463
Low income,2021-09-09,2.4810119292867,0.197758854367697,1.73403674514635
Low income,2021-09-10,2.4802967876498,0.198253156940796,1.74158902686248
Low income,2021-09-11,2.47913868044436,0.198717633247827,1.74442048852983
Low income,2021-09-12,2.47874283426153,0.199083005007152,1.75761467962049
Low income,2021-09-13,2.47924387957065,0.19939821440991,1.79215688507492
Low income,2021-09-14,2.48199075167738,0.199718304474387,1.83051563242055
Low income,2021-09-15,2.48123513862937,0.200183458651102,1.83952004657236
Low income,2021-09-16,2.48059669429415,0.200688607139134,1.84554915511001
Low income,2021-09-17,2.4797003894775,0.201127459972134,1.8591243089627
Low income,2021-09-18,2.47933661938483,0.201556144759884,1.8609366613481
Low income,2021-09-19,2.48039864700645,0.201928973085727,1.87375246558151
Low income,2021-09-20,2.48050257786396,0.202188326026576,1.89663300772541
Low income,2021-09-21,2.48288089710996,0.202480623434036,1.90982869012936
Low income,2021-09-22,2.48379299675693,0.202875685885492,2.04239356327486
Low income,2021-09-23,2.48413033431829,0.203301116898762,2.07022662132532
Low income,2021-09-24,2.48560151596608,0.203758950082897,2.09608965450202
Low income,2021-09-25,2.48674539401197,0.204134083165662,2.09835021432206
Low income,2021-09-26,2.488220011591,0.204454444378013,2.12349212972962
Low income,2021-09-27,2.48973455547314,0.204705798456599,2.12661575323049
Low income,2021-09-28,2.49220606805477,0.204954305482515,2.13285188316943
Low income,2021-09-29,2.49411267335824,0.205237926158029,2.18624455992632
Low income,2021-09-30,2.49726493798877,0.205586893471017,2.2106844734898
Low income,2021-10-01,2.49886594741288,0.205921761094591,2.23221049643244
Low income,2021-10-02,2.4999490597749,0.206260967084139,2.23261816726001
Low income,2021-10-03,2.50208797327394,0.206480190139735,2.23638861401273
Low income,2021-10-04,2.50503058345589,0.206773436564752,2.23946071941767
Low income,2021-10-05,2.50721319958211,0.20698276272297,2.24486022259342
Low income,2021-10-06,2.50892587306094,0.207252148135133,2.26012272966191
Low income,2021-10-07,2.51539756107596,0.207597454951831,2.33933722511876
Low income,2021-10-08,2.51591521796121,0.207894226299202,2.35403804936762
Low income,2021-10-09,2.51662410089163,0.208142733325118,2.36090337794665
Low income,2021-10-10,2.51804694679242,0.208315861242245,2.3769147954413
Low income,2021-10-11,2.52230429013423,0.208533999706347,2.38184331476106
Low income,2021-10-12,2.52480016004084,0.208730581914518,2.41432642326536
Low income,2021-10-13,2.5259559341055,0.208994679943151,2.42183396558239
Low income,2021-10-14,2.52667044626225,0.20924142450789,2.53805987460224
Low income,2021-10-15,2.52783936978113,0.209477187583759,2.59153660719987
Low income,2021-10-16,2.52813874085075,0.209693699160621,2.59259096570535
Low income,2021-10-17,2.52903280823617,0.209855438867068,2.59687849145254
Low income,2021-10-18,2.53119698835777,0.210029515801752,2.60289105996991
Low income,2021-10-19,2.53316751724814,0.210181900906569,2.60875992011441
Low income,2021-10-20,2.53471577666399,0.21033699749012,2.70740771922746
Low income,2021-10-21,2.53575398963477,0.210609094381016,2.85144418102429
Low income,2021-10-22,2.53731477705056,0.210746701926736,2.86708005871436
Low income,2021-10-23,2.53799862956816,0.21091427131246,2.89449324428295
Low income,2021-10-24,2.53932919114237,0.211086721359904,2.90338282731039
Low income,2021-10-25,2.54227391779155,0.211295505222376,2.91119324180195
Low income,2021-10-26,2.54392050897647,0.211430536863299,2.92818946837257
Low income,2021-10-27,2.54531591391098,0.211591598700063,2.94440153529349
Low income,2021-10-28,2.54679235546119,0.211745746266057,3.10290238039362
Low income,2021-10-29,2.54817336332138,0.211881049054853,3.12761330625651
Low income,2021-10-30,2.54791160760755,0.21204116187406,3.13339024727195
Low income,2021-10-31,2.54846381619725,0.212170770557517,3.28460412885001
Low income,2021-11-01,2.54993253352729,0.21230376858939,3.29067065579418
Low income,2021-11-02,2.55076053029674,0.212399619362615,3.30342368929491
Low income,2021-11-03,2.55207423009748,0.212534651003539,3.31547865259572
Low income,2021-11-04,2.55284967486931,0.212661277060388,3.49365290279389
Low income,2021-11-05,2.55751886091354,0.21289324406603,3.49953816738473
Low income,2021-11-06,2.55753124761347,0.21303003816813,3.50092278399994
Low income,2021-11-07,2.55812503816483,0.21313958190896,3.50939466372851
Low income,2021-11-08,2.56010701232053,0.213244651709879,3.52262871355654
Low income,2021-11-09,2.56053076424459,0.213336435265004,3.52351712956354
Low income,2021-11-10,2.56132600334321,0.213466043948461,3.74962069801868
Low income,2021-11-11,2.56123929827947,0.213557963077523,3.86064246590553
Low income,2021-11-12,2.56180898656861,0.21370628096424,3.86408821307993
Low income,2021-11-13,2.56357577890435,0.213807554694932,3.89544144839602
Low income,2021-11-14,2.56489066276628,0.213930520255492,4.26351140020897
Low income,2021-11-15,2.56766754415524,0.214037081369714,4.32608378821778
Low income,2021-11-16,2.56812561021476,0.21412032376683,4.33102179771311
Low income,2021-11-17,2.56824674001501,0.214236917352366,4.33760092971183
Low income,2021-11-18,2.56892397017248,0.214354595529395,4.50740769211267
Low income,2021-11-19,2.56964987137526,0.214441769570674,4.51750903498608
Low income,2021-11-20,2.56964901784761,0.214600119928704,4.53592024673372
Low income,2021-11-21,2.57035624767521,0.214678210516226,4.58612734270068
Low income,2021-11-22,2.57232920360238,0.214787618683119,4.63644886307019
Low income,2021-11-23,2.57301882661306,0.214861777626477,4.72886717536719
Low income,2021-11-24,2.57384104623706,0.214961695617803,4.87560630359153
Low income,2021-11-25,2.57459798887301,0.215124926637554,4.9571959188449
Low income,2021-11-26,2.57457473598547,0.21523745300499,5.0559906801053
Low income,2021-11-27,2.57458801429753,0.215362723322472,5.12070039122571
Low income,2021-11-28,2.57504463440068,0.215429832421124,5.17796207698729
Low income,2021-11-29,2.57589308738602,0.215553611425304,5.24030358258195
Low income,2021-11-30,2.57635741450126,0.215641056614456,5.28247521132248
Low income,2021-12-01,2.57605709802384,0.21582408142896,5.31784441779061
Low income,2021-12-02,2.57619738751814,0.21596494274916,5.36983227741573
Low income,2021-12-03,2.57849045643622,0.216119903758774,5.42685847124931
Low income,2021-12-04,2.57748661992179,0.216304013164772,5.44703133073004
Low income,2021-12-05,2.57729052819892,0.216436197753025,5.47315317455185
Low income,2021-12-06,2.57704175438662,0.216567568897658,5.4957469778197
Low income,2021-12-07,2.57691549696718,0.216693923806634,5.51256356892423
Low income,2021-12-08,2.57628941059534,0.216872881403038,5.75924509178288
Low income,2021-12-09,2.57494729585261,0.217107017591667,6.18753888429971
Low income,2021-12-10,2.57466433012579,0.217394163189534,6.20681532891118
Low income,2021-12-11,2.57197777982506,0.217795190894204,6.21516641226217
Low income,2021-12-12,2.57153941709038,0.218059017774963,6.23703286135979
Low income,2021-12-13,2.56908493692913,0.218383446205414,6.28547858074153
Low income,2021-12-14,2.56849718399433,0.218718449402926,6.29405281879228
Low income,2021-12-15,2.56474494826714,0.21916530109819,6.34111351483701
Low income,2021-12-16,2.55889991795036,0.21976128412379,6.35091483258856
Low income,2021-12-17,2.55161486478593,0.220500297652578,6.36431157114059
Low income,2021-12-18,2.5406630891468,0.221616206725308,6.36865251301883
Low income,2021-12-19,2.53351250568551,0.222359423046132,6.39559837522771
